exp_name	ckpt_path	ckpt_sha256	config_file	sample_step	eval_seed	AP	AP50	AP75	APs	APm	APl	MR	JI	inference_s_per_img	inference_fps	out_dir
rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	1	0	59.5900						92.5400	50.0400	0.041070	24.349	/data/tiasha_archives_runs/mmdet3_evals_20251224/rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1/evalseed0
rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	1	1	59.3000						92.8100	50.0500	0.040913	24.442	/data/tiasha_archives_runs/mmdet3_evals_20251224/rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1/evalseed1
rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	1	2	59.1300						92.9700	50.0000	0.040856	24.476	/data/tiasha_archives_runs/mmdet3_evals_20251224/rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1/evalseed2
rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	1	3	59.3500						92.7900	50.0000	0.040939	24.427	/data/tiasha_archives_runs/mmdet3_evals_20251224/rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1/evalseed3
rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	1	4	59.3000						92.7800	49.8900	0.040772	24.527	/data/tiasha_archives_runs/mmdet3_evals_20251224/rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step1/evalseed4
