baseline_name	ckpt_path	ckpt_sha256	config_file	results_tsv	sample_step	mean_AP	std_AP_pop	mean_AP50	std_AP50_pop	mean_AP75	std_AP75_pop	mean_APs	std_APs_pop	mean_APm	std_APm_pop	mean_APl	std_APl_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
lvis_iter_150000_lvis_graph_diffusion_r50_fpn_teacher_focal_iter150k_bs2_lr5e5_fixclip1_step1	/data/tiasha_archives_runs/mmdet3_lvis_fix_iter10k_20251228_033702/iter_150000.pth	6af64d4d41bbbbd96be16607c02ee1f4aba70d24252136682ef7a224c60a29f9	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/lvis_graph_diffusion_r50_fpn_teacher_focal_iter150k_bs2_lr5e5.py	results/rerun_mmdet3_lvis_fix_iter150k_20251228_033702_iter150000_step1_results.tsv	1	10.32	0.04	15.4	0.063246	10.68	0.04	7.04	0.04899	13.68	0.074833	18.36	0.185472	0.185337	0.211873	10.7778	5.012123
