baseline_name	ckpt_path	ckpt_sha256	config_file	results_tsv	sample_step	mean_AP	std_AP_pop	mean_AP50	std_AP50_pop	mean_AP75	std_AP75_pop	mean_APs	std_APs_pop	mean_APm	std_APm_pop	mean_APl	std_APl_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
lvis_iter_10000_lvis_graph_diffusion_r50_fpn_teacher_focal_iter10k_step10	/data/tiasha_archives_runs/mmdet3_lvis_teacher_focal_iter10k_20251223_221806/iter_10000.pth	ecfa1044b7c2912a9c5cf358ffc2647c5eea93cf283b06015a3453b70eacfd68	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/lvis_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	rerun_mmdet3_lvis_teacher_focal_iter10k_20251223_221806_step10_results.tsv	10	0	0	0	0	0	0	0	0	0	0	0	0	0.267629	0.000276	3.7364	0.00403
