baseline_name	ckpt_path	ckpt_sha256	config_file	results_tsv	sample_step	mean_AP	std_AP_pop	mean_AP50	std_AP50_pop	mean_AP75	std_AP75_pop	mean_APs	std_APs_pop	mean_APm	std_APm_pop	mean_APl	std_APl_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
mmdet3_teacher_focal_fixinit_20251223_021511_iter10000_step1	/data/tiasha_archives_runs/mmdet3_repro10k_teacher_focal_bs4_fixinit_20251223_021511/iter_10000.pth	6cea9986380094972c592b6adc4901837834bc6b47f0025aeaadbdb11609ef7a	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/repro_10k_graph_diffusion_r50_fpn_teacher_focal_bs4.py	rerun_mmdet3_teacher_focal_fixinit_20251223_021511_step1_results.tsv	1	49.22	0.466476	75.58	0.735935	52	0.98387	22.66	1.03267	57.62	0.980612	75.98	0.813388	0.036365	0.000160911	27.4992	0.122104
