baseline_name	ckpt_path	ckpt_sha256	config_file	results_tsv	sample_step	mean_AP	std_AP_pop	mean_AP50	std_AP50_pop	mean_AP75	std_AP75_pop	mean_APs	std_APs_pop	mean_APm	std_APm_pop	mean_APl	std_APl_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
diffdet_repro10k_r50_model_final	/data/tiasha_archives_runs/baselines_output/20251222_095935/repro_10k_diffdet/model_final.pth	5d67fe3bb3099fc66754bf6ceee3a76aa5302682934ac570f9ea3f536761cb2a	baselines/DiffusionDet/configs/diffdet.repro_10k.yaml	rerun_run_baselines_20251222_095935_diffdet_step1_results.tsv	1	44.95928	0.4294909517091138	72.35892	0.9508987294133883	46.44406	1.702372115138168	18.22918	1.093210093989257	52.09862	0.2648160901455944	73.42005999999999	0.9468907468129572	0.008910399999999999	6.621661422936085e-05	112.2332	0.8390729169744416
diffdet_repro10k_r50_d3pm_qhead_model_final	/data/tiasha_archives_runs/baselines_output/20251222_095935/repro_10k_diffdet_d3pm_qhead/model_final.pth	c58ad1cd997cd966dd6afa88deecc918774cb9187e4b0383ab4acd533930a40c	baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	rerun_run_baselines_20251222_095935_diffdet_d3pm_qhead_step1_results.tsv	1	44.11956	0.35701469773666294	70.24046	1.0406681173169463	45.99516	0.6254782669285959	16.85194	0.7087586743031786	51.1015	0.9516408545244366	70.19286	2.003993896797095	0.0091554	2.8018565273761327e-05	109.2268	0.338197220568118
