train_seed	ckpt_path	ckpt_sha256	results_tsv	mean_AP	std_AP_pop	mean_AP50	std_AP50_pop	mean_AP75	std_AP75_pop	mean_APs	std_APs_pop	mean_APm	std_APm_pop	mean_APl	std_APl_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed0_iter2500_stable_geofeat_ft_iter1000_lrmult25.pth	92e235353cd30d3253a7b36a20cf9b1f69d061a7661ce9d83059d5f5a9b7288a	rerun_deliverables_step1_seed0_results.tsv	49.562639999999995	0.24722178382982302	77.24402	0.3264320780805725	52.5448	1.2115826162503325	22.32884	0.6658815288022344	56.31736	0.3370131665083721	74.12346000000001	0.6755777397161643	0.009082	3.7480661680391895e-05	110.1108	0.4528904503298808
1	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_stable_geofeat_ft_iter1000_lrmult150.pth	650b5540cdd097b243148177d312f88b0cfb31b80577f68f3b9ea2d9fb69f5e0	rerun_deliverables_step1_seed1_results.tsv	47.41996	0.38756163174390745	73.97274	1.0179393392535723	49.824	1.5010929591467677	19.42588	0.9416931929243193	54.6903	0.8149692681322409	71.75724	0.22055255700172854	0.0091066	1.4430523206038011e-05	109.81139999999999	0.1728601747077687
2	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed2_iter2500_stable_geofeat_ft_iter1000_lrmult150.pth	cdc6fa921d6523274c1c1b3f32f8f642161e3fe454e62947106135d014bc4810	rerun_deliverables_step1_seed2_results.tsv	48.74082	0.6891642515394992	75.9615	0.7394257636842225	52.0223	1.311461517544455	20.799039999999998	0.9138165912260515	55.38982	0.43213121803452426	75.46332	1.3812307372774462	0.0091778	5.518115620390694e-05	108.9636	0.6493275290637199
3	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed3_iter2500_stable_geofeat_ft_iter1000_lrmult25.pth	d23fd8bd3b701031927c0789d54aa5218f2d3ccc2314761fa63fd4d598b1d86d	rerun_deliverables_step1_seed3_results.tsv	48.862	0.31183138392406873	76.27368	0.5047795613928899	51.187020000000004	0.7708534371720747	20.95854	0.9922572339872355	56.14082	0.31275706482827853	72.91932	1.3482779585827231	0.0092164	4.001299788818618e-05	108.50540000000001	0.472825803018408
4	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed4_iter2500_stable_geofeat_ft_iter1000_lrmult150.pth	24f42060be643a2d3625fa5b68f7a3266979330cffde49cf69d155eeb500ed84	rerun_deliverables_step1_seed4_results.tsv	48.11812	0.22745792050399186	75.36146000000001	0.7379066976251133	51.48856	0.5861265651717233	22.07122	0.5996153580421374	54.99628	0.3490153543900318	74.3968	1.5450735671805396	0.0091566	1.7906423428479854e-05	109.2106	0.21484375718181575
