baseline_name	ckpt_path	ckpt_sha256	config_file	results_tsv	sample_step	mean_AP	std_AP_pop	mean_MR	std_MR_pop	mean_JI	std_JI_pop	mean_inference_s_per_img	std_inference_s_per_img_pop	mean_inference_fps	std_inference_fps_pop
crowdhuman_iter_10000_crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k_step10	/data/tiasha_archives_runs/mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852/iter_10000.pth	a034190e61579221f50deb651ee838fb8d18b64391814db2baa9dfaa5d3b43cd	/home/ubuntu/tiasha/archives/mmdet_diffusers/mmdet_configs/crowdhuman_graph_diffusion_r50_fpn_teacher_focal_iter10k.py	rerun_mmdet3_crowdhuman_teacher_focal_iter10k_20251224_113852_step10_results.tsv	10	45.988	0.060133	94.76	0.046904	52.42	0.021909	0.1982	0.000339	5.0456	0.008546
