exp_name	ckpt_path	ckpt_sha256	config_file	sample_step	eval_seed	AP	AP50	AP75	APs	APm	APl	out_dir
sampler_distill_20to1_seed1_iter2500_boxw2p0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_boxw2p0.pth	6322fa957c78deaf5d8c59f500818c29978acab13c98cbe7f09ed54ddd0e9631	/home/ubuntu/tiasha/archives/baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	1	0	46.2936	73.4185	50.5122	18.7204	52.9735	72.1729	/home/ubuntu/tiasha/archives/baselines/evals/sampler_distill_20to1_seed1_iter2500_boxw2p0/evalseed0
sampler_distill_20to1_seed1_iter2500_boxw2p0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_boxw2p0.pth	6322fa957c78deaf5d8c59f500818c29978acab13c98cbe7f09ed54ddd0e9631	/home/ubuntu/tiasha/archives/baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	1	1	46.1430	73.3455	48.5733	17.7575	53.8139	69.1527	/home/ubuntu/tiasha/archives/baselines/evals/sampler_distill_20to1_seed1_iter2500_boxw2p0/evalseed1
sampler_distill_20to1_seed1_iter2500_boxw2p0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_boxw2p0.pth	6322fa957c78deaf5d8c59f500818c29978acab13c98cbe7f09ed54ddd0e9631	/home/ubuntu/tiasha/archives/baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	1	2	47.5961	75.3492	48.5649	19.0126	55.6028	70.0244	/home/ubuntu/tiasha/archives/baselines/evals/sampler_distill_20to1_seed1_iter2500_boxw2p0/evalseed2
sampler_distill_20to1_seed1_iter2500_boxw2p0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_boxw2p0.pth	6322fa957c78deaf5d8c59f500818c29978acab13c98cbe7f09ed54ddd0e9631	/home/ubuntu/tiasha/archives/baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	1	3	45.4299	72.0878	47.6682	18.3023	51.8289	72.3981	/home/ubuntu/tiasha/archives/baselines/evals/sampler_distill_20to1_seed1_iter2500_boxw2p0/evalseed3
sampler_distill_20to1_seed1_iter2500_boxw2p0	/home/ubuntu/tiasha/archives/baselines/checkpoints/sampler_distill_20to1_seed1_iter2500_boxw2p0.pth	6322fa957c78deaf5d8c59f500818c29978acab13c98cbe7f09ed54ddd0e9631	/home/ubuntu/tiasha/archives/baselines/DiffusionDet/configs/diffdet.repro_10k_d3pm_mask_dist_qhead.yaml	1	4	46.1069	75.3354	47.7263	17.7258	54.1141	67.9381	/home/ubuntu/tiasha/archives/baselines/evals/sampler_distill_20to1_seed1_iter2500_boxw2p0/evalseed4
