sample_step	eval_seed	AP	AP50	AP75	APs	APm	APl	out_dir
1	0	48.0078	75.4127	51.0478	20.4236	54.9880	74.1184	/dev/shm/diffdet_eval_warmstart_seed0_step1/step1_evalseed0
1	1	46.9879	73.8487	47.9357	20.4644	53.7532	76.2053	/dev/shm/diffdet_eval_warmstart_seed0_step1/step1_evalseed1
1	2	47.3221	75.0495	50.9128	19.6526	54.6598	75.1344	/dev/shm/diffdet_eval_warmstart_seed0_step1/step1_evalseed2
1	3	47.4153	74.4445	50.7040	19.3129	54.6305	77.3453	/dev/shm/diffdet_eval_warmstart_seed0_step1/step1_evalseed3
1	4	47.6778	73.9566	50.4134	19.1092	55.1202	76.3609	/dev/shm/diffdet_eval_warmstart_seed0_step1/step1_evalseed4
